0.000000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.010000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.020000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.030000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.040000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.050000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.060000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.070000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.080000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.090000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.100000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.110000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.120000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.130000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.140000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.150000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.160000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.170000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.180000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.190000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.200000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.210000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.220000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.230000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.240000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.250000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.260000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.270000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.280000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.290000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.300000	1.000000	1.000000	5.500000	10.000000	10.000000	
0.310000	1.000000	1.000001	5.500000	10.000000	10.000000	
0.320000	1.000000	1.000001	5.500000	9.999999	10.000000	
0.330000	1.000000	1.000002	5.500000	9.999998	10.000000	
0.340000	1.000000	1.000003	5.500000	9.999997	10.000000	
0.350000	1.000000	1.000005	5.500000	9.999996	10.000000	
0.360000	1.000000	1.000007	5.500000	9.999994	10.000000	
